Timestamp,Stripping Gas,Pressure,Dry Glycol,Glycol Flow,Temperature
7/8/2021 21:00,79.41902161,38.14670181,1.13,3.519714236,200.8200684
7/9/2021 9:00,73.06449127,33.10163116,0.86,3.514495015,200.6669922
7/9/2021 21:00,83.71062469,18.51712036,0.97,3.503873587,200.0410614
7/10/2021 9:00,83.99185944,28.37569427,0.88,3.51565516,200.1157227
7/10/2021 21:00,83.30517578,26.15559196,1.24,3.512788773,200.2190247
7/11/2021 9:00,84.51538849,19.30045319,0.79,3.515880108,200.133606
7/11/2021 21:00,83.92945862,19.50013924,0.91,3.511577845,199.9793396
7/12/2021 9:00,84.48271942,20.05207062,0.95,3.516590476,199.8793335
7/12/2021 21:00,83.92376709,19.614851,0.61,3.515219808,199.8337555
7/13/2021 9:00,84.55619049,21.0531292,0.73,3.500341773,199.9694672
7/13/2021 21:00,83.86412048,19.81529045,0.77,3.504926682,199.8015137
7/14/2021 9:00,84.41783905,21.58919144,0.55,3.509952784,199.7036743
7/14/2021 21:00,84.01721191,20,0.73,3.51496172,200.0463409
7/15/2021 9:00,84.05693817,20,0.52,3.519855142,200.3910522
7/15/2021 21:00,83.73817444,20,0.68,3.510038257,199.8530884
7/16/2021 9:00,83.37276459,23.57827187,0.65,3.50011313,199.3193665
7/16/2021 21:00,83.33988953,20.83970261,0.73,3.5,199.9761963
7/17/2021 9:00,83.43623352,20,0.69,3.50007093,199.9260254
7/17/2021 21:00,83.70735168,22.35606194,0.72,3.505059004,199.7647552
7/18/2021 9:00,83.28818512,23,0.7,3.509981156,199.4837341
7/18/2021 21:00,83.03610992,23,0.77,3.523409724,199.8021393
7/19/2021 9:00,83.04415131,22,0.63,3.528419852,199.9522247
7/19/2021 21:00,82.24008179,22,0.64,3.523147583,200.2055969
7/20/2021 9:00,82.07364655,21.4658699,0.68,3.513138652,200.5072021
7/20/2021 21:00,82.69633484,21.86471558,0.55,3.487585426,200.5587158
7/21/2021 9:00,83.41957092,21,0.52,3.454930783,200.0052338
7/21/2021 21:00,82.32844543,23.84998703,0.61,3.440000057,200.0901794
7/22/2021 9:00,83.51931,21.48516655,0.64,3.440000057,199.8399506
7/22/2021 21:00,82.88975525,21,0.6,3.444969893,199.6999969
7/23/2021 9:00,83.33207703,21.12512398,0.62,3.456247807,199.6999969
7/23/2021 21:00,83.07894897,22,0.59,3.446838618,199.558609
7/24/2021 9:00,83.78388977,21,0.63,3.441836715,199.8095398
7/24/2021 21:00,82.99834442,21.50827217,0.58,3.440000057,199.7718201
7/25/2021 9:00,83.69916534,23.18493652,0.6,3.440000057,199.5714111
7/25/2021 21:00,82.80640411,31.14504433,0.63,3.436804056,199.6999969
7/26/2021 9:00,129.210434,31.47312927,0.88,3.431774855,178.3800507
7/26/2021 21:00,82.47294617,33.55093384,0.57,3.429999948,200.2857056
7/27/2021 9:00,82.24039459,36.5672226,0.67,3.429999948,200.0857086
7/27/2021 21:00,82.87278748,32.53852844,0.58,3.43324852,199.7419434
7/28/2021 9:00,82.29206085,33,0.61,3.438257814,199.2903748
7/28/2021 21:00,81.42975616,33,0.66,3.469365955,199.6483002
7/29/2021 9:00,80.71048737,31.99599457,0.74,3.514392019,200.6613617
7/29/2021 21:00,80.56835938,31.65367699,0.8,3.525310636,201.0244751
7/30/2021 9:00,80.21166992,31.1415863,0.76,3.550430775,200.6680298
7/30/2021 21:00,80.56594086,31.64103317,0.69,3.573553801,200.5
7/31/2021 9:00,80.96346283,31,0.76,3.58879292,199.8498993
7/31/2021 21:00,80.60523987,32.93333435,0.74,2.771495342,199.6599121
8/1/2021 9:00,81.38045502,31,0.66,2.023986757,199.1061554
8/1/2021 21:00,80.69334412,30.81039619,0.7,1.830000043,199.7120514
8/2/2021 9:00,81.6830368,29.86468124,0.71,1.830000043,199.6779633
8/3/2021 9:00,80.76396179,31.04474449,0.69,1.761044383,200.8607635
8/3/2021 21:00,80.20314026,31,0.56,1.830000043,200.4023895
8/4/2021 9:00,81.34500885,32.37384415,0.32,1.830000043,200.0411377
8/4/2021 21:00,80.9214325,31.76556778,0.65,1.830000043,199.791626
8/5/2021 9:00,81.16809845,31,0.58,1.830000043,201.8500366
8/5/2021 21:00,80.99263,31.46847343,1.15,1.830000043,199.9876709
8/6/2021 9:00,81.24162292,31,0.86,1.830000043,199.6376801
8/6/2021 21:00,80.87509155,30,1.03,1.830000043,198.8000336
8/7/2021 9:00,81.51582336,31.02654648,0.68,1.830000043,199.8461914
8/7/2021 21:00,80.86391449,31,0.78,1.830000043,199.4268799
8/8/2021 9:00,81.39557648,32.13662338,0.66,1.830000043,200.0952911
8/8/2021 21:00,80.96219635,30.65737724,0.79,1.830000043,200.1958466
8/9/2021 9:00,85.03894806,35.28928375,0.43,1.830000043,199.8630371
8/9/2021 21:00,0.298276752,34.08736038,0.66,1.830000043,198.8607788
8/10/2021 9:00,61.26177597,38.74721527,1.65,1.830000043,199.4642792
8/10/2021 21:00,84.6955719,42.97008133,1.74,1.830000043,199.0340118
8/11/2021 16:00,87.7506485,31.17915154,1.49,1.830000043,199.2755737
8/11/2021 21:00,85.02331543,41.92881775,1.51,1.830000043,199.4007416
8/12/2021 9:00,85.02120209,42.36489105,1.36,1.830000043,199.6980438
8/12/2021 21:00,86.87067413,30,0.31,1.830000043,199.750473
8/13/2021 9:00,87.20236969,27.23666573,1.29,1.830000043,199.7980347
8/13/2021 21:00,86.25553894,30,0.35,1.830000043,199.7073822
8/14/2021 9:00,87.62494659,26.59387207,0.5,1.830000043,199.6000061
8/14/2021 21:00,86.35603333,31,0.44,1.830000043,199.6203156
8/15/2021 9:00,88.28327942,18.35968971,0.7,1.830000043,199.8799133
8/15/2021 21:00,86.43489075,30.58014679,0.55,1.824472785,199.3859253
8/16/2021 9:00,87.07629395,34.48771286,0.65,1.829476357,199.5966339
8/16/2021 21:00,86.58178711,31.36245728,0.73,1.830000043,199.6257935
8/17/2021 9:00,86.97584534,31.39999962,0.66,1.830000043,199.7002106
